subject	date	maze	trialNo	optimal_steps	steps_in_tree	steps	decisions	opt_decisions	path	times
S166242	26/October/2016	garden	9	26	35	38	5	5	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(1,4);p(1,5);p(2,5);p(3,5);p(3,4);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(3,0);p(4,0);p(3,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(6,4);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	2130;600;1225;454;1931;448;1008;433;367;368;448;392;416;953;303;552;867;414;487;360;376;288;375;361;576;864;336;496;384;320;304;321;343;352;352;915;1227;
S166242	26/October/2016	roomG	10	18	25	29	5	3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(3,3);p(3,4);p(3,3);p(2,3);p(1,3);p(1,2);p(0,2);p(0,3);p(0,4);p(0,5);p(1,5);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);p(7,1);	8531;657;504;639;544;813;923;1168;489;650;445;456;728;400;619;437;393;503;416;584;568;576;399;425;696;1082;598;568;
S166242	26/October/2016	bunker3	11	8	8	11	1	1	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);p(5,5);	1182;415;472;376;480;592;1488;415;846;522;
S166242	26/October/2016	library	12	18	22	24	4	3	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(0,4);p(0,5);p(1,5);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,0);p(6,1);p(6,2);p(6,3);p(6,4);p(7,4);	3747;799;440;504;2256;1120;304;336;295;322;335;363;929;397;479;840;440;681;1615;296;288;336;736;
S166242	26/October/2016	labyrinth3	13	7	8	11	1	0	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(1,2);p(0,2);	6247;383;585;1022;496;419;1159;336;808;352;
S166242	26/October/2016	cubicles	14	8	9	13	4	3	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);	3345;678;416;628;504;543;1288;401;1494;881;368;368;
S166242	26/October/2016	ikea	15	16	17	19	4	3	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(0,5);p(0,6);p(0,7);p(1,7);	2533;367;376;800;376;376;1361;462;1921;312;336;416;1096;464;1106;590;392;656;
S180888	26/October/2016	ikea	4	11	12	17	3	2	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);	4012;620;416;1215;717;435;1884;513;1286;449;1304;488;992;450;466;515;
S180888	26/October/2016	garden	5	11	13	16	3	2	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	1427;419;1033;501;1215;531;737;1499;434;966;401;576;475;882;417;
S180888	26/October/2016	museum	6	15	16	19	5	4	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);p(6,0);	1621;650;971;2250;398;1267;465;402;1380;367;801;579;623;404;411;650;820;515;
S180888	26/October/2016	courtyard	7	8	9	11	3	2	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);p(2,2);	9434;485;434;536;1202;425;466;968;404;933;
S180888	26/October/2016	cathedral	8	7	8	10	2	1	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);	1263;766;6597;451;432;470;1098;555;895;
S180888	26/October/2016	roomG	9	18	21	25	6	4	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	5023;635;386;913;400;417;1534;450;2068;432;542;519;1224;383;1015;653;1048;466;523;428;465;818;367;434;
S180888	26/October/2016	cubicles	10	13	17	21	7	4	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(4,6);p(5,6);p(5,7);	3299;633;1117;566;1384;484;797;402;1515;519;1115;385;798;371;400;463;615;1702;468;433;
S180888	26/October/2016	bunker3	11	14	16	19	4	2	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,5);p(0,4);p(1,4);p(2,4);p(3,4);p(4,4);p(5,4);p(5,5);	1284;533;934;513;439;367;880;486;1098;335;617;428;512;376;431;519;917;365;
S180888	26/October/2016	labyrinth3	12	7	8	11	1	0	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(1,2);p(0,2);	1168;400;449;751;415;453;1064;499;986;399;
S180888	26/October/2016	library	13	12	12	14	3	3	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);p(7,4);	1411;2979;399;454;1026;508;482;417;1280;386;702;1181;752;
S180888	26/October/2016	tworooms	14	8	8	10	1	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(1,2);	1449;404;367;782;391;359;1850;434;945;
S180888	26/October/2016	lab	15	5	6	9	1	0	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	1268;488;714;452;2024;373;801;382;
S185508	21/October/2016	cubicles	4	8	9	13	4	3	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);	5285;770;2291;783;2474;729;2013;778;5694;915;868;873;
S185508	21/October/2016	cathedral	5	9	12	14	2	1	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(0,5);p(0,4);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);	2518;1087;5371;756;994;1662;824;1305;837;757;2374;700;1471;
S185508	21/October/2016	bunker3	6	14	16	19	4	2	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,5);p(0,4);p(1,4);p(2,4);p(3,4);p(4,4);p(5,4);p(5,5);	1975;926;1808;798;1008;809;4155;795;2184;1002;1127;736;1694;923;875;941;1372;820;
S185508	21/October/2016	library	7	12	12	14	3	3	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);p(7,4);	2357;3117;766;702;1765;1933;764;700;2792;696;756;2075;980;
S185508	21/October/2016	tworooms	8	18	22	24	8	5	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);p(6,2);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(1,2);	6372;738;1100;2125;841;870;4514;1038;2394;824;1100;724;1376;652;695;3309;747;799;684;686;731;981;1335;
S185508	21/October/2016	ikea	9	19	21	23	6	5	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(4,5);p(3,5);p(2,5);p(1,5);p(0,5);p(0,6);p(0,7);p(1,7);	4234;738;817;1791;740;829;4951;1371;1749;1302;674;828;1707;734;5167;672;777;702;705;924;701;864;
S185508	21/October/2016	courtyard	10	5	5	7	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(2,2);	3399;858;970;1676;690;1299;
S185508	21/October/2016	garden	11	11	13	16	3	1	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	2853;694;1616;820;4443;781;1202;1265;2775;742;739;-3598329;911;1227;700;
S185508	21/October/2016	roomG	12	15	17	21	5	3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);p(7,1);	1747;795;1119;1279;645;740;2431;1067;5006;758;638;653;1327;1309;659;876;1106;1189;668;846;
S185508	21/October/2016	labyrinth3	13	16	16	19	3	3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(0,3);p(0,2);	4048;714;758;1200;626;865;6480;695;1523;784;2422;710;1555;841;656;675;959;719;
S185508	21/October/2016	museum	14	14	16	19	5	3	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	2412;758;1753;649;621;659;1220;628;4272;713;700;818;816;661;766;4880;1000;1114;
S185508	21/October/2016	lab	15	29	30	33	10	9	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	1757;1002;1059;735;2843;726;1333;754;773;677;762;2871;747;1393;643;1910;840;806;633;661;908;1301;982;809;2022;1004;772;663;682;671;1009;703;
S191334	26/October/2016	lab	4	5	6	9	1	0	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	1476;674;1446;624;648;610;609;625;
S191334	26/October/2016	cathedral	5	18	22	24	7	5	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(3,1);p(3,0);p(4,0);p(5,0);p(6,0);p(6,1);p(6,0);p(5,0);p(4,0);p(3,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	1683;712;858;681;700;682;1162;2207;632;522;826;2863;577;577;544;522;649;576;638;568;568;523;833;
S191334	26/October/2016	library	6	13	16	18	3	1	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(7,1);p(6,1);p(6,2);p(6,3);p(6,4);p(7,4);	1660;537;897;592;608;878;1949;480;560;873;621;537;1755;506;600;533;1723;
S191334	26/October/2016	cubicles	7	15	19	23	8	6	p(0,0);p(1,0);p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(4,6);p(4,7);p(5,7);	1432;1467;455;489;495;552;539;574;591;850;632;642;624;1763;1158;833;657;877;881;978;593;472;
S191334	26/October/2016	garden	8	6	9	12	2	0	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	2166;505;704;1037;1387;977;650;2001;590;1098;801;
S191334	26/October/2016	roomG	9	8	9	13	2	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	1478;4132;607;610;536;504;1264;511;1026;816;851;764;
S191334	26/October/2016	museum	10	6	8	11	3	2	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,1);p(4,0);p(5,0);p(6,0);	1257;1001;1351;1665;563;688;2353;591;873;489;
S191334	26/October/2016	labyrinth3	11	15	16	19	3	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(2,3);p(1,3);p(0,3);p(0,2);	1164;754;610;1105;568;545;1254;673;1602;578;580;560;1516;1133;557;526;1089;688;
S191334	26/October/2016	bunker3	12	8	8	11	1	1	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(4,5);p(5,5);	1422;1161;312;1369;1091;725;970;633;1450;491;
S191334	26/October/2016	tworooms	13	16	18	20	7	6	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(6,2);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(1,2);	2013;866;1174;890;695;617;1250;525;874;1370;536;1291;525;586;591;553;559;1071;793;
S191334	26/October/2016	ikea	14	11	13	15	3	1	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(0,5);p(0,6);p(0,7);p(1,7);	2808;644;1427;665;633;600;1280;631;994;1942;681;810;536;607;
S191334	26/October/2016	courtyard	15	5	5	7	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(2,2);	1102;576;982;2003;520;1416;
S20545	26/October/2016	bunker3	4	8	8	11	1	1	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);p(5,5);	2964;386;673;362;361;448;910;362;784;361;
S20545	26/October/2016	courtyard	5	5	5	7	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(2,2);	1385;386;449;522;352;745;
S20545	26/October/2016	lab	6	27	32	35	10	7	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(4,3);p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	1245;361;1046;336;947;461;549;934;387;873;298;1184;286;449;1046;274;374;622;1372;834;362;361;361;562;273;350;2156;1120;374;349;311;424;698;348;
S20545	26/October/2016	cathedral	7	9	12	14	4	2	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(4,2);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	1476;386;2479;349;399;909;562;1843;374;336;535;473;648;
S20545	26/October/2016	roomG	8	18	21	25	6	4	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(5,1);p(6,1);p(7,1);	1418;348;387;584;374;387;2504;288;958;374;549;398;859;362;860;361;1782;350;310;473;724;273;436;375;
S20545	26/October/2016	labyrinth3	9	7	8	11	1	0	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(1,2);p(0,2);	1203;373;398;598;386;425;709;312;959;287;
S20545	26/October/2016	garden	10	11	13	16	3	1	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	1327;4622;922;549;2517;548;1408;462;410;1246;324;1197;435;659;400;
S20545	26/October/2016	cubicles	11	14	17	21	7	5	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);	2148;424;1094;326;509;424;686;411;1184;312;524;384;1011;436;361;374;399;810;299;561;
S20545	26/October/2016	museum	12	14	18	21	5	3	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(1,5);p(0,5);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	1577;386;1583;349;448;362;324;1433;386;312;1008;325;374;398;411;364;435;1133;262;574;
S20545	26/October/2016	library	13	12	12	14	3	3	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);p(7,4);	1156;360;648;326;359;848;1570;337;685;399;361;1036;822;
S20545	26/October/2016	ikea	14	16	17	19	4	3	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(0,5);p(0,6);p(0,7);p(1,7);	1392;334;423;1433;350;374;1146;959;1496;411;524;373;798;387;398;523;374;313;
S20545	26/October/2016	tworooms	15	8	8	10	1	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(1,2);	1092;348;399;560;363;373;648;436;2430;
S224593	28/October/2016	labyrinth3	4	10	12	15	2	0	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(0,3);p(0,2);	15544;619;664;1873;448;491;4333;400;1184;415;424;383;953;385;
S224593	28/October/2016	tworooms	5	8	8	10	1	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(1,2);	2685;525;583;2633;495;456;2386;347;827;
S224593	28/October/2016	cubicles	6	8	9	13	4	3	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);p(5,7);	3097;437;1620;550;2296;696;1223;544;1585;1480;1850;312;
S224593	28/October/2016	bunker3	7	14	16	19	4	2	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,5);p(0,4);p(1,4);p(2,4);p(3,4);p(4,4);p(5,4);p(5,5);	1940;615;1319;408;446;434;1249;349;3356;445;1114;415;392;392;361;456;1100;379;
S224593	28/October/2016	cathedral	8	16	18	20	6	5	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(3,1);p(3,0);p(4,0);p(5,0);p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	2043;515;1674;503;496;1240;416;2196;388;784;1199;385;303;585;375;420;573;368;656;
S224593	28/October/2016	library	9	11	12	14	3	3	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);p(7,4);	1930;466;944;359;1704;728;423;417;1016;377;485;1297;728;
S224593	28/October/2016	lab	10	10	10	13	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	1266;418;904;349;1077;458;1188;400;695;345;736;375;
S224593	28/October/2016	roomG	11	13	13	17	3	3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);p(7,1);	5087;498;488;1128;463;423;1578;343;896;519;384;441;2248;912;487;1112;
S224593	28/October/2016	museum	12	6	6	9	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	3234;580;1142;2374;634;1225;823;425;
S224593	28/October/2016	ikea	13	16	16	21	4	4	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);	1499;547;431;1029;396;591;1008;392;985;438;482;502;1802;415;1329;551;984;392;351;449;
S224593	28/October/2016	garden	14	15	17	20	4	2	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	1374;430;908;592;1800;512;801;406;1465;520;752;416;453;386;411;1110;552;705;318;
S224593	28/October/2016	courtyard	15	5	5	7	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(2,2);	1350;1093;455;1079;587;1246;
S235282	28/October/2016	tworooms	4	8	8	10	1	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(1,2);	1938;718;512;656;678;580;2952;537;868;
S235282	28/October/2016	cubicles	5	14	17	21	7	5	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(4,6);p(4,7);p(5,7);	4026;588;861;651;761;643;990;640;1157;632;817;429;1346;596;785;490;844;792;554;638;
S235282	28/October/2016	lab	6	21	26	29	9	5	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	2353;506;637;603;1310;549;692;602;902;689;1201;514;506;497;532;730;391;603;673;773;703;578;685;626;667;898;1175;473;
S235282	28/October/2016	library	7	11	14	16	3	1	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,2);p(6,3);p(6,4);p(7,4);	1356;648;881;761;1015;620;714;557;696;1288;648;839;566;597;732;
S235282	28/October/2016	courtyard	8	8	9	11	3	2	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);p(2,2);	6246;474;662;778;621;573;785;726;661;567;
S235282	28/October/2016	roomG	9	13	17	21	5	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	1460;1335;541;537;591;604;771;603;626;578;597;525;798;466;816;585;914;862;566;1064;
S235282	28/October/2016	bunker3	10	14	16	19	4	2	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,5);p(0,4);p(1,4);p(2,4);p(3,4);p(4,4);p(5,4);p(5,5);	1152;564;520;544;548;648;819;541;827;478;1199;663;519;514;512;622;815;489;
S235282	28/October/2016	cathedral	11	7	8	10	3	2	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	2543;549;1022;673;788;4209;507;762;655;
S235282	28/October/2016	museum	12	15	16	19	5	4	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);p(6,0);	1683;843;756;1772;696;797;544;637;668;756;697;568;648;1033;692;1098;904;2834;
S235282	28/October/2016	labyrinth3	13	16	16	19	3	3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(0,3);p(0,2);	1610;561;554;613;581;1323;719;827;608;1276;520;525;734;507;484;543;1180;533;
S235282	28/October/2016	garden	14	6	9	12	2	0	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	2781;629;1028;586;3921;573;508;1235;755;567;1258;
S235282	28/October/2016	ikea	15	11	12	17	3	2	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);	1216;997;481;809;638;496;939;573;591;519;1016;514;733;673;396;656;
S247056	26/October/2016	garden	4	6	9	12	2	0	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	3131;384;550;365;1397;305;286;564;316;501;215;
S247056	26/October/2016	cathedral	5	7	8	10	3	2	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	1062;331;1616;333;315;1750;316;300;618;
S247056	26/October/2016	labyrinth3	6	16	16	19	3	3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(1,2);p(0,2);	868;268;280;667;417;383;618;273;1211;285;796;270;1464;584;367;285;1534;432;
S247056	26/October/2016	library	7	11	12	14	3	3	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);p(7,4);	879;348;768;314;902;600;300;317;544;289;314;744;626;
S247056	26/October/2016	cubicles	8	9	9	13	4	4	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);p(5,7);	1361;325;949;285;471;328;625;319;1165;739;446;232;
